year	local_chg	ID
1991	0	EPI_ISL_27597
1991	0	EPI_ISL_25044
1991	0	EPI_ISL_25043
1991	0	EPI_ISL_115770
1991	0	EPI_ISL_114870
1991	0	EPI_ISL_114813
1991	0	EPI_ISL_114811
1991	0	EPI_ISL_114763
1991	0	EPI_ISL_114762
1991	0	EPI_ISL_114761
1991	0	EPI_ISL_114760
1991	0	EPI_ISL_114759
1991	0	EPI_ISL_114758
1991	0	EPI_ISL_114710
1991	0	EPI_ISL_114709
1991	0	EPI_ISL_114708
1991	0	EPI_ISL_114707
1991	0	EPI_ISL_114660
1991	0	EPI_ISL_114609
1991	0	EPI_ISL_114608
1991	0	EPI_ISL_114607
1991	0	EPI_ISL_114559
1991	0	EPI_ISL_114558
1991	0	EPI_ISL_114557
1991	0	EPI_ISL_114556
1991	0	EPI_ISL_114555
1991	0	EPI_ISL_114554
1991	0	EPI_ISL_114507
1991	0	EPI_ISL_114506
1991	0	EPI_ISL_114505
1991	0	EPI_ISL_114504
1991	0	EPI_ISL_114503
1991	0	EPI_ISL_114502
1991	0	EPI_ISL_114458
1991	0	EPI_ISL_110957
1991	0	EPI_ISL_110951
1991	0	EPI_ISL_110910
1991	0	EPI_ISL_124892
1992	0	EPI_ISL_8696
1992	1	EPI_ISL_4331
1992	0	EPI_ISL_851
1992	0	EPI_ISL_843
1992	0	EPI_ISL_847
1992	0	EPI_ISL_68835
1992	0	EPI_ISL_114873
1992	0	EPI_ISL_114872
1992	0	EPI_ISL_114871
1992	0	EPI_ISL_114869
1992	0	EPI_ISL_114868
1992	0	EPI_ISL_114867
1992	0	EPI_ISL_114816
1992	0	EPI_ISL_114815
1992	0	EPI_ISL_114814
1992	-1	EPI_ISL_114812
1992	0	EPI_ISL_114706
1992	0	EPI_ISL_114705
1992	0	EPI_ISL_114661
1992	0	EPI_ISL_114659
1992	0	EPI_ISL_114658
1992	0	EPI_ISL_114657
1992	0	EPI_ISL_114656
1992	0	EPI_ISL_114655
1992	0	EPI_ISL_114612
1992	0	EPI_ISL_114611
1992	0	EPI_ISL_114610
1992	0	EPI_ISL_111022
1992	0	EPI_ISL_110995
1992	0	EPI_ISL_110956
1992	0	EPI_ISL_110955
1992	0	EPI_ISL_110954
1992	0	EPI_ISL_110952
1992	0	EPI_ISL_127588
1993	0	EPI_ISL_6344
1993	0	EPI_ISL_6337
1993	0	EPI_ISL_5727
1993	0	EPI_ISL_5726
1993	0	EPI_ISL_5682
1993	0	EPI_ISL_5681
1993	0	EPI_ISL_5680
1993	0	EPI_ISL_5679
1993	0	EPI_ISL_5678
1993	0	EPI_ISL_5677
1993	0	EPI_ISL_5676
1993	0	EPI_ISL_5675
1993	0	EPI_ISL_5674
1993	0	EPI_ISL_5673
1993	0	EPI_ISL_5672
1993	0	EPI_ISL_5671
1993	0	EPI_ISL_5670
1993	0	EPI_ISL_5669
1993	0	EPI_ISL_5668
1993	0	EPI_ISL_5667
1993	0	EPI_ISL_5666
1993	0	EPI_ISL_5665
1993	0	EPI_ISL_5664
1993	0	EPI_ISL_5663
1993	0	EPI_ISL_5662
1993	0	EPI_ISL_5661
1993	0	EPI_ISL_5660
1993	0	EPI_ISL_5659
1993	0	EPI_ISL_5609
1993	0	EPI_ISL_5608
1993	0	EPI_ISL_5607
1993	0	EPI_ISL_5606
1993	0	EPI_ISL_5605
1993	0	EPI_ISL_5604
1993	0	EPI_ISL_5556
1993	0	EPI_ISL_5555
1993	0	EPI_ISL_5554
1993	0	EPI_ISL_5553
1993	0	EPI_ISL_5552
1993	0	EPI_ISL_5551
1993	0	EPI_ISL_5550
1993	0	EPI_ISL_5549
1993	0	EPI_ISL_5482
1993	0	EPI_ISL_5481
1993	0	EPI_ISL_5480
1993	0	EPI_ISL_5479
1993	0	EPI_ISL_5478
1993	0	EPI_ISL_5477
1993	0	EPI_ISL_5476
1993	0	EPI_ISL_5475
1993	0	EPI_ISL_5474
1993	0	EPI_ISL_5452
1993	0	EPI_ISL_5443
1993	0	EPI_ISL_5407
1993	0	EPI_ISL_835
1993	0	EPI_ISL_957
1993	0	EPI_ISL_21030
1993	0	EPI_ISL_884
1993	0	EPI_ISL_864
1993	0	EPI_ISL_863
1993	0	EPI_ISL_726
1993	0	EPI_ISL_836
1993	0	EPI_ISL_862
1993	0	EPI_ISL_27622
1993	0	EPI_ISL_68819
1993	0	EPI_ISL_68818
1993	0	EPI_ISL_68817
1993	0	EPI_ISL_115413
1993	0	EPI_ISL_115412
1993	0	EPI_ISL_115410
1993	0	EPI_ISL_115409
1993	0	EPI_ISL_115408
1993	0	EPI_ISL_115358
1993	0	EPI_ISL_115357
1993	0	EPI_ISL_115356
1993	0	EPI_ISL_115355
1993	0	EPI_ISL_115354
1993	0	EPI_ISL_115353
1993	0	EPI_ISL_115305
1993	0	EPI_ISL_115304
1993	0	EPI_ISL_115303
1993	0	EPI_ISL_115302
1993	0	EPI_ISL_115301
1993	0	EPI_ISL_115300
1993	0	EPI_ISL_115113
1993	0	EPI_ISL_115112
1993	0	EPI_ISL_115111
1993	0	EPI_ISL_115110
1993	0	EPI_ISL_115041
1993	0	EPI_ISL_115040
1993	0	EPI_ISL_114350
1993	0	EPI_ISL_111336
1993	0	EPI_ISL_111084
1993	0	EPI_ISL_111083
1993	0	EPI_ISL_111082
1993	0	EPI_ISL_111080
1993	0	EPI_ISL_111045
1993	0	EPI_ISL_111043
1993	0	EPI_ISL_111042
1993	0	EPI_ISL_111021
1993	0	EPI_ISL_111020
1993	0	EPI_ISL_111019
1993	0	EPI_ISL_110999
1993	0	EPI_ISL_124897
1993	0	EPI_ISL_173280
1994	0	EPI_ISL_6156
1994	0	EPI_ISL_5694
1994	0	EPI_ISL_5629
1994	0	EPI_ISL_5628
1994	0	EPI_ISL_5627
1994	0	EPI_ISL_5626
1994	0	EPI_ISL_5624
1994	0	EPI_ISL_5586
1994	0	EPI_ISL_5585
1994	0	EPI_ISL_5584
1994	0	EPI_ISL_5583
1994	0	EPI_ISL_5582
1994	0	EPI_ISL_5581
1994	0	EPI_ISL_5580
1994	0	EPI_ISL_5579
1994	0	EPI_ISL_5578
1994	0	EPI_ISL_5577
1994	0	EPI_ISL_5576
1994	0	EPI_ISL_5575
1994	0	EPI_ISL_5532
1994	0	EPI_ISL_5531
1994	0	EPI_ISL_5530
1994	0	EPI_ISL_5529
1994	0	EPI_ISL_5528
1994	0	EPI_ISL_5527
1994	0	EPI_ISL_5526
1994	0	EPI_ISL_5525
1994	0	EPI_ISL_5524
1994	0	EPI_ISL_5516
1994	0	EPI_ISL_5515
1994	0	EPI_ISL_5514
1994	0	EPI_ISL_5494
1994	0	EPI_ISL_5492
1994	0	EPI_ISL_5491
1994	0	EPI_ISL_5486
1994	0	EPI_ISL_5451
1994	0	EPI_ISL_5450
1994	0	EPI_ISL_5449
1994	0	EPI_ISL_5448
1994	0	EPI_ISL_5447
1994	0	EPI_ISL_5446
1994	0	EPI_ISL_5445
1994	0	EPI_ISL_5444
1994	0	EPI_ISL_5442
1994	0	EPI_ISL_5441
1994	0	EPI_ISL_5400
1994	0	EPI_ISL_5398
1994	1	EPI_ISL_5396
1994	0	EPI_ISL_5384
1994	0	EPI_ISL_5383
1994	0	EPI_ISL_5378
1994	0	EPI_ISL_5337
1994	0	EPI_ISL_809
1994	0	EPI_ISL_9173
1994	0	EPI_ISL_8989
1994	0	EPI_ISL_8988
1994	0	EPI_ISL_8701
1994	0	EPI_ISL_6447
1994	0	EPI_ISL_859
1994	0	EPI_ISL_826
1994	0	EPI_ISL_809
1994	0	EPI_ISL_866
1994	0	EPI_ISL_828
1994	1	EPI_ISL_68740
1994	0	EPI_ISL_115458
1994	0	EPI_ISL_115414
1994	0	EPI_ISL_111170
1994	0	EPI_ISL_111135
1994	0	EPI_ISL_111134
1994	0	EPI_ISL_111133
1994	0	EPI_ISL_111132
1994	-1	EPI_ISL_111131
1994	0	EPI_ISL_111130
1994	0	EPI_ISL_111129
1994	0	EPI_ISL_127589
1995	0	EPI_ISL_5623
1995	0	EPI_ISL_5574
1995	0	EPI_ISL_5573
1995	0	EPI_ISL_5572
1995	0	EPI_ISL_5571
1995	0	EPI_ISL_5570
1995	0	EPI_ISL_5523
1995	0	EPI_ISL_5522
1995	0	EPI_ISL_5521
1995	0	EPI_ISL_5520
1995	0	EPI_ISL_5519
1995	0	EPI_ISL_5518
1995	0	EPI_ISL_5517
1995	0	EPI_ISL_5490
1995	0	EPI_ISL_5489
1995	0	EPI_ISL_5488
1995	0	EPI_ISL_5487
1995	0	EPI_ISL_5485
1995	0	EPI_ISL_5440
1995	0	EPI_ISL_5439
1995	0	EPI_ISL_5438
1995	0	EPI_ISL_5437
1995	0	EPI_ISL_5406
1995	0	EPI_ISL_5405
1995	0	EPI_ISL_5404
1995	0	EPI_ISL_5403
1995	0	EPI_ISL_5402
1995	0	EPI_ISL_5401
1995	0	EPI_ISL_5399
1995	0	EPI_ISL_5397
1995	0	EPI_ISL_5382
1995	0	EPI_ISL_5381
1995	0	EPI_ISL_5380
1995	0	EPI_ISL_5379
1995	0	EPI_ISL_5377
1995	0	EPI_ISL_5376
1995	0	EPI_ISL_5316
1995	0	EPI_ISL_5309
1995	0	EPI_ISL_5306
1995	0	EPI_ISL_5298
1995	0	EPI_ISL_5297
1995	0	EPI_ISL_5293
1995	0	EPI_ISL_760
1995	0	EPI_ISL_2385
1995	0	EPI_ISL_2384
1995	0	EPI_ISL_2383
1995	0	EPI_ISL_2382
1995	0	EPI_ISL_2381
1995	0	EPI_ISL_799
1995	0	EPI_ISL_958
1995	0	EPI_ISL_8220
1995	0	EPI_ISL_6445
1995	0	EPI_ISL_6444
1995	0	EPI_ISL_14920
1995	0	EPI_ISL_14917
1995	2	EPI_ISL_776
1995	0	EPI_ISL_758
1995	0	EPI_ISL_783
1995	0	EPI_ISL_29471
1995	0	EPI_ISL_68718
1995	0	EPI_ISL_120336
1995	0	EPI_ISL_120335
1995	0	EPI_ISL_120334
1995	0	EPI_ISL_115512
1995	0	EPI_ISL_115511
1995	0	EPI_ISL_115510
1995	0	EPI_ISL_115463
1995	0	EPI_ISL_115462
1995	0	EPI_ISL_115461
1995	0	EPI_ISL_115460
1995	0	EPI_ISL_115459
1995	0	EPI_ISL_111269
1995	0	EPI_ISL_111219
1995	0	EPI_ISL_111181
1995	0	EPI_ISL_111174
1995	0	EPI_ISL_111173
1995	0	EPI_ISL_111172
1995	0	EPI_ISL_124895
1996	0	EPI_ISL_6153
1996	0	EPI_ISL_5564
1996	0	EPI_ISL_5484
1996	0	EPI_ISL_5483
1996	0	EPI_ISL_5436
1996	0	EPI_ISL_5394
1996	0	EPI_ISL_5393
1996	0	EPI_ISL_5391
1996	0	EPI_ISL_5390
1996	0	EPI_ISL_5389
1996	0	EPI_ISL_5388
1996	0	EPI_ISL_5369
1996	0	EPI_ISL_5368
1996	0	EPI_ISL_5354
1996	0	EPI_ISL_5353
1996	0	EPI_ISL_5314
1996	0	EPI_ISL_5307
1996	0	EPI_ISL_5303
1996	0	EPI_ISL_5301
1996	0	EPI_ISL_5299
1996	0	EPI_ISL_5292
1996	0	EPI_ISL_5290
1996	0	EPI_ISL_5289
1996	0	EPI_ISL_5225
1996	0	EPI_ISL_5224
1996	0	EPI_ISL_5222
1996	0	EPI_ISL_5221
1996	0	EPI_ISL_5220
1996	0	EPI_ISL_5218
1996	0	EPI_ISL_5217
1996	0	EPI_ISL_5216
1996	0	EPI_ISL_5205
1996	0	EPI_ISL_5204
1996	0	EPI_ISL_5185
1996	0	EPI_ISL_5184
1996	0	EPI_ISL_5183
1996	0	EPI_ISL_5182
1996	0	EPI_ISL_5181
1996	0	EPI_ISL_5178
1996	0	EPI_ISL_5176
1996	0	EPI_ISL_5175
1996	0	EPI_ISL_5156
1996	0	EPI_ISL_5155
1996	0	EPI_ISL_5154
1996	0	EPI_ISL_5152
1996	0	EPI_ISL_2679
1996	0	EPI_ISL_2389
1996	0	EPI_ISL_2388
1996	-1	EPI_ISL_2387
1996	0	EPI_ISL_2386
1996	0	EPI_ISL_749
1996	0	EPI_ISL_960
1996	0	EPI_ISL_959
1996	0	EPI_ISL_12362
1996	0	EPI_ISL_12361
1996	0	EPI_ISL_12353
1996	0	EPI_ISL_12343
1996	0	EPI_ISL_12336
1996	0	EPI_ISL_12334
1996	0	EPI_ISL_12332
1996	0	EPI_ISL_12329
1996	0	EPI_ISL_120345
1996	0	EPI_ISL_120344
1996	0	EPI_ISL_120343
1996	0	EPI_ISL_120342
1996	0	EPI_ISL_120341
1996	0	EPI_ISL_120340
1996	0	EPI_ISL_120339
1996	0	EPI_ISL_120338
1996	0	EPI_ISL_120337
1996	0	EPI_ISL_119702
1996	0	EPI_ISL_119701
1996	0	EPI_ISL_119700
1996	0	EPI_ISL_119672
1996	0	EPI_ISL_119634
1996	0	EPI_ISL_115771
1996	0	EPI_ISL_115567
1996	0	EPI_ISL_115566
1996	0	EPI_ISL_115565
1996	0	EPI_ISL_115564
1996	0	EPI_ISL_115563
1996	0	EPI_ISL_115515
1996	0	EPI_ISL_115514
1996	0	EPI_ISL_115513
1996	0	EPI_ISL_127594
1996	0	EPI_ISL_177747
1996	0	EPI_ISL_177746
1996	0	EPI_ISL_177745
1996	0	EPI_ISL_177744
1997	0	EPI_ISL_5186
1997	0	EPI_ISL_5180
1997	0	EPI_ISL_5177
1997	0	EPI_ISL_5174
1997	0	EPI_ISL_5173
1997	0	EPI_ISL_5158
1997	0	EPI_ISL_5157
1997	0	EPI_ISL_5153
1997	0	EPI_ISL_5151
1997	0	EPI_ISL_5150
1997	0	EPI_ISL_5091
1997	0	EPI_ISL_1313
1997	0	EPI_ISL_2391
1997	0	EPI_ISL_2390
1997	0	EPI_ISL_961
1997	0	EPI_ISL_9191
1997	0	EPI_ISL_9024
1997	0	EPI_ISL_9022
1997	0	EPI_ISL_9011
1997	0	EPI_ISL_9009
1997	0	EPI_ISL_9004
1997	0	EPI_ISL_9002
1997	0	EPI_ISL_9001
1997	0	EPI_ISL_8981
1997	0	EPI_ISL_8980
1997	0	EPI_ISL_8979
1997	0	EPI_ISL_8977
1997	0	EPI_ISL_8976
1997	0	EPI_ISL_8975
1997	0	EPI_ISL_14154
1997	0	EPI_ISL_14153
1997	0	EPI_ISL_14152
1997	0	EPI_ISL_14151
1997	0	EPI_ISL_14150
1997	0	EPI_ISL_14149
1997	0	EPI_ISL_14148
1997	0	EPI_ISL_14147
1997	0	EPI_ISL_14146
1997	0	EPI_ISL_14145
1997	0	EPI_ISL_14144
1997	0	EPI_ISL_14143
1997	0	EPI_ISL_14142
1997	0	EPI_ISL_14141
1997	0	EPI_ISL_14140
1997	0	EPI_ISL_14139
1997	0	EPI_ISL_14138
1997	0	EPI_ISL_14137
1997	0	EPI_ISL_12360
1997	0	EPI_ISL_12357
1997	0	EPI_ISL_12355
1997	0	EPI_ISL_12354
1997	0	EPI_ISL_12352
1997	0	EPI_ISL_1839
1997	0	EPI_ISL_12349
1997	0	EPI_ISL_12348
1997	0	EPI_ISL_12346
1997	0	EPI_ISL_12342
1997	0	EPI_ISL_12341
1997	0	EPI_ISL_12340
1997	0	EPI_ISL_12339
1997	0	EPI_ISL_12338
1997	0	EPI_ISL_12337
1997	0	EPI_ISL_12331
1997	0	EPI_ISL_12330
1997	0	EPI_ISL_29667
1997	0	EPI_ISL_27599
1997	0	EPI_ISL_14166
1997	0	EPI_ISL_14165
1997	0	EPI_ISL_14164
1997	0	EPI_ISL_14163
1997	0	EPI_ISL_14162
1997	0	EPI_ISL_14161
1997	0	EPI_ISL_14160
1997	0	EPI_ISL_14159
1997	0	EPI_ISL_14158
1997	0	EPI_ISL_14157
1997	0	EPI_ISL_14156
1997	0	EPI_ISL_14155
1997	0	EPI_ISL_120417
1997	0	EPI_ISL_120356
1997	0	EPI_ISL_120355
1997	0	EPI_ISL_120354
1997	0	EPI_ISL_120353
1997	0	EPI_ISL_120352
1997	0	EPI_ISL_120351
1997	0	EPI_ISL_120350
1997	0	EPI_ISL_120348
1997	0	EPI_ISL_120347
1997	0	EPI_ISL_120346
1997	0	EPI_ISL_119765
1997	0	EPI_ISL_119763
1997	0	EPI_ISL_119761
1997	0	EPI_ISL_115619
1997	0	EPI_ISL_115568
1997	0	EPI_ISL_111315
1997	0	EPI_ISL_111314
1997	0	EPI_ISL_111272
1998	0	EPI_ISL_5215
1998	0	EPI_ISL_5097
1998	0	EPI_ISL_5096
1998	0	EPI_ISL_5095
1998	0	EPI_ISL_5094
1998	0	EPI_ISL_5093
1998	0	EPI_ISL_5092
1998	0	EPI_ISL_5090
1998	0	EPI_ISL_3459
1998	0	EPI_ISL_2678
